,fonte,uri,data,datadownload,texto,sumario,palavra_chave,autor,organizacao,titulo,id_msg
,TWT,http://twitter.com/Agenor Bevilacqua/status/187610790562496513,Wed Apr 04 15:41:12 BRT 2012,2012-04-04 15:41:49,@luisnassif @ConversaAfiada @Jose_de_Abreu @ptrenatosimoes CPI da Privataria aberta http://t.co/mbh74HRn Minutos depois... #PrivatariaTucana,-1,,Agenor Bevilacqua,NULL,NULL,187610790562496000
,TWT,http://twitter.com/antonio jose /status/187610886347825152,Wed Apr 04 15:41:35 BRT 2012,2012-04-04 15:42:12,#privatariatucana o PIG odeia o brasil e os brasileiros..partido da imprensa golpista .@florencio1-- #fb-#fb-#fb#fb... http://t.co/GMOAIMHG,-1,,antonio jose,NULL,NULL,187610886347825000
,TWT,http://twitter.com/Kamiila Loopz ?/status/187610976537952256,Wed Apr 04 15:41:57 BRT 2012,2012-04-04 15:42:34,Eu não sei do que eu tenho mais nojo Do #Bisukinho ou da #Caixa que fica esse geladinho de iogurte... Todo mundo enfia a mão e pegaa. #Nojo,-1,,Kamiila Loopz ?,NULL,NULL,187610976537952000
,TWT,http://twitter.com/o Lindo da Mãmãe :3/status/187613061161562112,Wed Apr 04 15:50:14 BRT 2012,2012-04-04 15:50:51,"O pior é que a MINA escreve todos os tweets assim. #Vergonha véi, isso não é de Deus GHSAGHSAGHASHGGSA V",-1,,o Lindo da Mãmãe :3,NULL,NULL,187613061161562000
,TWT,http://twitter.com/victhor & gustavo/status/187613295178563585,Wed Apr 04 15:51:09 BRT 2012,2012-04-04 15:51:47,@SexdrauhlSwag suhashauhsahsahs eu tbm fui man haushuahsuahsuhas vacilei d ++++++++++++ uahsuhaushsuashuahsuh #vergonha,-1,,victhor & gustavo,NULL,NULL,187613295178564000
,TWT,http://twitter.com/arthurius_maxim/status/187613411075571714,Wed Apr 04 15:51:37 BRT 2012,2012-04-04 15:52:14,Read my response to Cadê o pessoal do #forasarney? Eles pararam de xingar muito no Twitter? E por que não estão aco…: http://t.co/wsuSY0ON,-1,,arthurius_maxim,NULL,NULL,187613411075572000
,TWT,http://twitter.com/Giliane Soares/status/187613829264445440,Wed Apr 04 15:53:17 BRT 2012,2012-04-04 15:53:54,@ionaangelina para q #vergonha,-1,,Giliane Soares,NULL,NULL,187613829264445000
,TWT,http://twitter.com/daniel/status/187614360665989120,Wed Apr 04 15:55:23 BRT 2012,2012-04-04 15:56:01,@CaroolSiqueiraa amanha eu vou se vai poder mimi em meus #braços moziin #vergonha rs,-1,,daniel,NULL,NULL,187614360665989000
,TWT,http://twitter.com/antonio jose /status/187615539068284929,Wed Apr 04 16:00:04 BRT 2012,2012-04-04 16:00:42,.#vazamentochevron e a #privatariatucana o #pig esconde .@florencio1 #fb-#fb- #fb,-1,,antonio jose,NULL,NULL,187615539068285000
,TWT,http://twitter.com/antonio jose /status/187615592163983360,Wed Apr 04 16:00:17 BRT 2012,2012-04-04 16:00:54,.#vazamentochevron e a #privatariatucana o #pig esconde .@florencio1 #fb-#fb- #fb http://t.co/z7JZJmQz,-1,,antonio jose,NULL,NULL,187615592163983000
,TWT,http://twitter.com/ODEIO HIPOCRITA /status/187615763820056576,Wed Apr 04 16:00:58 BRT 2012,2012-04-04 16:01:35,@jocineiMANO KKKKKKK VERDADE MESMO MANO.. O CARA AMA MUITO A CIDADE QUE ATE ESQUECEU DE COLOCAR NA AGENDA DELE O RODEIO KKK #QUE #VERGONHA !,-1,,ODEIO HIPOCRITA,NULL,NULL,187615763820057000
,TWT,http://twitter.com/Mexilhãozinho/status/187616963378413568,Wed Apr 04 16:05:44 BRT 2012,2012-04-04 16:06:21,"A @hello_bia arrotou na minha cara, além de assoprar depois : S #nojo",-1,,Mexilhãozinho,NULL,NULL,187616963378414000
,TWT,http://twitter.com/Susanne Farias/status/187621389946208257,Wed Apr 04 16:23:19 BRT 2012,2012-04-04 16:23:57,@walterjuniorc Então a manchete a gent ja pode imaginar qual sera.. #Vergonha,-1,,Susanne Farias,NULL,NULL,187621389946208000
,TWT,http://twitter.com/Indiih/status/187622053715779585,Wed Apr 04 16:25:58 BRT 2012,2012-04-04 16:26:35,As vezes penso se valeu apena adeixar vc....sinto #sdds da sua #amizade e ao mesmo tempo tenho #nojo da sua cara !,-1,,Indiih,NULL,NULL,187622053715780000
,TWT,http://twitter.com/Gabriel Bronze/status/187622604809580544,Wed Apr 04 16:28:09 BRT 2012,2012-04-04 16:28:46,esse roubo é pra diretoria se tocar e contratar seguranças profissionais!! #vergonha,-1,,Gabriel Bronze,NULL,NULL,187622604809581000
,TWT,http://twitter.com/Marcelo /status/187623011791290368,Wed Apr 04 16:29:46 BRT 2012,2012-04-04 16:30:24,@meicobr Esse @BlogdoNoblat deve ser mais sujo que os políticos que tem espaço em seu blog. #Nojo,-1,,Marcelo,NULL,NULL,187623011791290000
,TWT,http://twitter.com/Thatsbieber/status/187624154730729472,Wed Apr 04 16:34:19 BRT 2012,2012-04-04 16:34:56,#1D #NOJO#LIXO,-1,,Thatsbieber,NULL,NULL,187624154730729000
,TWT,http://twitter.com/Lai/status/187624292538785792,Wed Apr 04 16:34:51 BRT 2012,2012-04-04 16:35:29,@shamelesswarhol Os dois são nojentos . Não aturo nenhum acho falta de educação #Nojo,-1,,Lai,NULL,NULL,187624292538786000
,TWT,http://twitter.com/Percy Goralewski/status/187624771343749120,Wed Apr 04 16:36:46 BRT 2012,2012-04-04 16:37:23,@gp_esportiva Será que não rola uma graninha pra reforma lá de casa?!! A SAFADEZA é sem tamanho! #vergonha,-1,,Percy Goralewski,NULL,NULL,187624771343749000
,TWT,http://twitter.com/kaah /status/187625065028923393,Wed Apr 04 16:37:56 BRT 2012,2012-04-04 16:38:33,"Nossa, chamei a Jacque de vadia e a mãe do Bodim tá em casa - , #vergonha KKKK",-1,,kaah,NULL,NULL,187625065028923000
,TWT,http://twitter.com/FC Paula Fernandes/status/187625153600032768,Wed Apr 04 16:38:17 BRT 2012,2012-04-04 16:39:11,MEW Olha a roupa desse cara que fala Não Pode pra Puls no Muito Mais!!! #Vergonha,-1,,FC Paula Fernandes,NULL,NULL,187625153600033000
,TWT,http://twitter.com/Kyara Silva/status/187625158738067456,Wed Apr 04 16:38:18 BRT 2012,2012-04-04 16:39:11,@Cassiano21K nooossa! Você tah falando tão lindo últimamente... Fico imaginando vc me dizendo isso pessoalmente! #Vergonha,-1,,Kyara Silva,NULL,NULL,187625158738067000
,TWT,http://twitter.com/? ????¡?/status/187625200152608770,Wed Apr 04 16:38:28 BRT 2012,2012-04-04 16:39:13,A linda da @SuaBibbi que ir cmg >< ela quer ver eu fazer #depilação ... mais eu tenho #vergonha ><,-1,,? ????¡?,NULL,NULL,187625200152609000
,TWT,http://twitter.com/Shameless /status/187625662553657344,Wed Apr 04 16:40:18 BRT 2012,2012-04-04 16:40:56,hahaha o léo falou q nem liga p nenhum kk @Laissan_: @shamelesswarhol Os dois são nojentos . Não aturo nenhum acho falta de educação #Nojo,-1,,Shameless,NULL,NULL,187625662553657000
,TWT,http://twitter.com/Dislene faé/status/187625734574063617,Wed Apr 04 16:40:35 BRT 2012,2012-04-04 16:41:13,@WebEvangelista @Elainemocnic @Fernandodtrono #vergonha,-1,,Dislene faé,NULL,NULL,187625734574064000
,TWT,http://twitter.com/antonio jose /status/187626418446934016,Wed Apr 04 16:43:18 BRT 2012,2012-04-04 16:43:56,.#vazamentochevron e a #privatariatucana o #pig esconde .@florencio1 #fb-#fb- #fb http://t.co/z7JZJmQz http://t.co/gADNkhEd,-1,,antonio jose,NULL,NULL,187626418446934000
,TWT,http://twitter.com/Isnóbia Nobre/status/187627098163265536,Wed Apr 04 16:46:00 BRT 2012,2012-04-04 16:46:38,"Essa falcidade toda chega ser insuportavel,num aguento ñ viu!!! #NojO",-1,,Isnóbia Nobre,NULL,NULL,187627098163266000
,TWT,http://twitter.com/Apenas umaGarotinha /status/187627849245659136,Wed Apr 04 16:48:59 BRT 2012,2012-04-04 16:49:37,Certaas coisas dão #NOJO,-1,,Apenas umaGarotinha,NULL,NULL,187627849245659000
,TWT,http://twitter.com/Rafael/status/187629302756544512,Wed Apr 04 16:54:46 BRT 2012,2012-04-04 16:55:24,A velha tática tucana. Ataca sem base e não responde as perguntas... #vergonha,-1,,Rafael,NULL,NULL,187629302756544000
,TWT,http://twitter.com/M?fu nh?com? Q)L(S/status/187629358561767424,Wed Apr 04 16:54:59 BRT 2012,2012-04-04 16:55:37,",, Penso também que perdi a #vergonhano dia que conheci #Marijuana {88 =/",-1,,M?fu nh?com? Q)L(S,NULL,NULL,187629358561767000
,TWT,http://twitter.com/José Cabral/status/187629993667469312,Wed Apr 04 16:57:31 BRT 2012,2012-04-04 16:58:08,Alguém aí me dá notícias do #JampaDigital? Quero cancelar a internet de casa. Ou é melhor mudar o nome da minha rede? pra #JampaDigital??,-1,,José Cabral,NULL,NULL,187629993667469000
,TWT,http://twitter.com/Dj Thiago Prado/status/187630017721806849,Wed Apr 04 16:57:36 BRT 2012,2012-04-04 16:58:14,Como é que @TIMTIMporTIMTIM bloqueia meu CHIP por suspeita de fraude e não sabe explicar o motivo? Quero uma explicação! #vergonha,-1,,Dj Thiago Prado,NULL,NULL,187630017721807000
,TWT,http://twitter.com/Arnon/status/187630101058437121,Wed Apr 04 16:57:56 BRT 2012,2012-04-04 16:58:34,"Magno Malta quase não vai as sessões, e quando vai só fala merda !! #Vergonha",-1,,Arnon,NULL,NULL,187630101058437000
,TWT,http://twitter.com/O Observador/status/187630473781067777,Wed Apr 04 16:59:25 BRT 2012,2012-04-04 17:00:03,#PIG correndo atrás para tentar salvar o Marconi Perillo... Vocês estão reparando isso pelas notícias veiculadas nos últimos minutos??,-1,,O Observador,NULL,NULL,187630473781068000
,TWT,http://twitter.com/antonio jose /status/187630636301955073,Wed Apr 04 17:00:04 BRT 2012,2012-04-04 17:00:42,#vazamentochevron ##privatariatucana o #pig esconde.@florencio1 #fb#fb#fb,-1,,antonio jose,NULL,NULL,187630636301955000
,TWT,http://twitter.com/Kyara Silva/status/187630777733873664,Wed Apr 04 17:00:38 BRT 2012,2012-04-04 17:01:15,@Cassiano21K haaaaaa... E é neh? Então tah certo! #vergonha,-1,,Kyara Silva,NULL,NULL,187630777733874000
,TWT,http://twitter.com/JAPA SILVA/status/187631087181234177,Wed Apr 04 17:01:51 BRT 2012,2012-04-04 17:02:29,nao tem falta a favor do Benfica nao ?? #VERGONHA,-1,,JAPA SILVA,NULL,NULL,187631087181234000
,TWT,http://twitter.com/antonio jose /status/187631212641271808,Wed Apr 04 17:02:21 BRT 2012,2012-04-04 17:02:59,#vazamentochevron ##privatariatucana o #pig esconde.@florencio1 #fb#fb#fb http://t.co/oDZ0RYK0,-1,,antonio jose,NULL,NULL,187631212641272000
,TWT,http://twitter.com/Guilherme Chaves ???/status/187632382512336897,Wed Apr 04 17:07:00 BRT 2012,2012-04-04 17:07:38,SANTO CRISTO ! olha o sub de uma guria aqui no meu msn O.O Se vc ñ ezistice eu iria te enventa d uma forma mais linda eu ia te ... #VERGONHA,-1,,Guilherme Chaves ???,NULL,NULL,187632382512337000
,TWT,http://twitter.com/Gabriel Medina/status/187633743534637056,Wed Apr 04 17:12:25 BRT 2012,2012-04-04 17:13:02,@larissapartner mais de 1000 funcionários forão demitidos da TV Cultura nesta gestão. Programas históricos sendo fechados. #Vergonha,-1,,Gabriel Medina,NULL,NULL,187633743534637000
,TWT,http://twitter.com/Reinaldo Batistela/status/187633755630997504,Wed Apr 04 17:12:28 BRT 2012,2012-04-04 17:13:05,@paulosergio queria um emprego igual do @mauriciostycer ... Pago pra criticar a tudo e a todos... #vergonha,-1,,Reinaldo Batistela,NULL,NULL,187633755630998000
,TWT,http://twitter.com/FRANKLIN RIBEIRO/status/187635666581073921,Wed Apr 04 17:20:03 BRT 2012,2012-04-04 17:20:41,Eu cantei a pedra a alguns dias e alguém me atacou de todos os lados no twitter e agora? Eu que menti? #Vergonha,-1,,FRANKLIN RIBEIRO,NULL,NULL,187635666581074000
,TWT,http://twitter.com/JAPA SILVA/status/187637441585356800,Wed Apr 04 17:27:06 BRT 2012,2012-04-04 17:27:44,Benfica com 10 e Chelsea com 12 tsc tsc #VERGONHA,-1,,JAPA SILVA,NULL,NULL,187637441585357000
,TWT,http://twitter.com/K-mina :3/status/187637843399675904,Wed Apr 04 17:28:42 BRT 2012,2012-04-04 17:29:21,"@JuuhAlao GD não é safado , só na hora do nosso Haru Haru #vergonha k mais o Ren [aa] tão cute -q",-1,,K-mina :3,NULL,NULL,187637843399676000
,TWT,http://twitter.com/Larissa D. Padron/status/187638395940507648,Wed Apr 04 17:30:54 BRT 2012,2012-04-04 17:31:32,E a pessoa boba começa a chorar na redação ouvindo o tema de Cinema Paradiso (como eu já sabia que ia acontecer) #vergonha...,-1,,Larissa D. Padron,NULL,NULL,187638395940508000
,TWT,http://twitter.com/Olhar revoltado/status/187639982003986433,Wed Apr 04 17:37:12 BRT 2012,2012-04-04 17:37:50,#supervia ramal b. Roxo circulando com atrasos. Kero novidades. #brasil #vergonha,-1,,Olhar revoltado,NULL,NULL,187639982003986000
,TWT,http://twitter.com/Carla/status/187644077125279744,Wed Apr 04 17:53:28 BRT 2012,2012-04-04 17:54:06,"Jesus, todo mundo com mais de 200 seguidores e eu co 47. #Vergonha. SNIFSNIF",-1,,Carla,NULL,NULL,187644077125280000
,TWT,http://twitter.com/Franklin Caetano¹/status/187644078433894400,Wed Apr 04 17:53:29 BRT 2012,2012-04-04 17:54:07,Vcs perderam a #vergonha da mina no chiqinho hj kkkkkkkkkkkkk,-1,,Franklin Caetano¹,NULL,NULL,187644078433894000
,TWT,http://twitter.com/Thiago Carvalho/status/187644143231700992,Wed Apr 04 17:53:44 BRT 2012,2012-04-04 17:54:22,"Um ano depois eu venho malhar de tarde e noite ! Aff gosto naum, mas tô querendo v uma pessoa #vergonha",-1,,Thiago Carvalho,NULL,NULL,187644143231701000
,TWT,http://twitter.com/felipeschuvartt/status/187635311457742850,Wed Apr 04 17:18:39 BRT 2012,2012-04-04 17:54:45,[VÍDEO] Tirando o Chapéu para as prévias em São Paulo. http://t.co/EeKD6J94 #Eleições #SP #PSDB #TdC,-1,#eleicoes,felipeschuvartt,NULL,NULL,187635311457743000
,TWT,http://twitter.com/eleicoes/status/187610004461854720,Wed Apr 04 15:38:05 BRT 2012,2012-04-04 17:54:45,"#eleicoes PSDB critica vazamento seletivo de grampos da PF e defende Perillo: Segundo PF, chefe de gabinete do... http://t.co/d1R7DjvT",-1,#eleicoes,eleicoes,NULL,NULL,187610004461855000
,TWT,http://twitter.com/dilmagaga2010/status/187590519424172032,Wed Apr 04 14:20:39 BRT 2012,2012-04-04 17:54:45,@eaealves Depois da Lady Gaga vem ai a Dilma Gaga http://t.co/HKpC4enl #dilma #dilmagaga #eleicoes #vergonha,-1,#eleicoes,dilmagaga2010,NULL,NULL,187590519424172000
,TWT,http://twitter.com/ocorreiodopovo/status/187582801086914562,Wed Apr 04 13:49:59 BRT 2012,2012-04-04 17:54:45,#Eleições 2012 - Cecília Konell (PSD) decidiu que não vai sair do cargo para participar das #eleições. http://t.co/mnqaVwBy,-1,#eleicoes,ocorreiodopovo,NULL,NULL,187582801086915000
,TWT,http://twitter.com/assennato/status/187563274261364736,Wed Apr 04 12:32:23 BRT 2012,2012-04-04 17:54:45,Mídias Sociais e Eleições 2010 http://t.co/YP1OcNs2 via @bookess #socialmedia #politic #eleições #políticos #facebook #twitter #ebook,-1,#eleicoes,assennato,NULL,NULL,187563274261365000
,TWT,http://twitter.com/ReneRibault/status/187545546842578946,Wed Apr 04 11:21:57 BRT 2012,2012-04-04 17:54:45,Eleições 2012 tem que ser um marco na nossa vida política. #Eleições #VoteBem . Devemos falar sobre política todos os dias!,-1,#eleicoes,ReneRibault,NULL,NULL,187545546842579000
,TWT,http://twitter.com/turmadochapeu_/status/187532696380112897,Wed Apr 04 10:30:53 BRT 2012,2012-04-04 17:54:45,[Vídeo] @Sergio_Guerra: #PSDB identificará seu candidato em 2013 http://t.co/fYWtbDTo #eleições #Brasil #TdC,-1,#eleicoes,turmadochapeu_,NULL,NULL,187532696380113000
,TWT,http://twitter.com/ThiagoDrummer/status/187518487336464384,Wed Apr 04 09:34:25 BRT 2012,2012-04-04 17:54:45,"(...) do respectivo cargo, eles defendem a tese do governo anterior, e de que um dia eles mesmo criticaram. Quem entende? #Eleições ¬¬",-1,#eleicoes,ThiagoDrummer,NULL,NULL,187518487336464000
,TWT,http://twitter.com/Politica_2010_/status/187427354228957185,Wed Apr 04 03:32:18 BRT 2012,2012-04-04 17:54:45,#eleições: Quando a mídia brasileira conspira golpes com Cachoeira de marginais.:   Policarpo... http://t.co/fi8XrCa0 #Dilma #Mercadante,-1,#eleicoes,Politica_2010_,NULL,NULL,187427354228957000
,TWT,http://twitter.com/carlosgomes_jp/status/187327979662225409,Tue Apr 03 20:57:25 BRT 2012,2012-04-04 17:54:45,E agora josé? #TRE #REPROVA #CONTAS DE CAMPANHA E #JOSÉ MARANHÃO FICA DE #FORA DAS #ELEIÇÕES EM JOÃO PESSOA - http://t.co/59bMKtCM,-1,#eleicoes,carlosgomes_jp,NULL,NULL,187327979662225000
,TWT,http://twitter.com/PressDenise/status/187267138082439171,Tue Apr 03 16:55:39 BRT 2012,2012-04-04 17:54:45,“@TSEjusbr: Candidatos têm de obedecer a prazos de desincompatibilização a partir de sábado (7): http://t.co/F0FGUJKU” #eleições,-1,#eleicoes,PressDenise,NULL,NULL,187267138082439000
,TWT,http://twitter.com/DOCAXORRAO/status/187264731709583361,Tue Apr 03 16:46:05 BRT 2012,2012-04-04 17:54:45,BLOG DO CAXORRAO: #Recife #Eleições 2012 (Olha ele se achando...) : João da Costa:“Eu sou um candida http://t.co/mMm54Jod,-1,#eleicoes,DOCAXORRAO,NULL,NULL,187264731709583000
,TWT,http://twitter.com/DOCAXORRAO/status/187264708255023104,Tue Apr 03 16:46:00 BRT 2012,2012-04-04 17:54:45,#Recife #Eleições 2012 (Olha ele se achando...) : João da Costa:“Eu sou um candidato competitivo” http://t.co/wEDjLfhx,-1,#eleicoes,DOCAXORRAO,NULL,NULL,187264708255023000
,TWT,http://twitter.com/DOCAXORRAO/status/187264704685670403,Tue Apr 03 16:45:59 BRT 2012,2012-04-04 17:54:45,#Recife #Eleições 2012 (Olha ele se achando...) : João da Costa:“Eu sou um candidato competitivo”: ... http://t.co/bxZCpKVh,-1,#eleicoes,DOCAXORRAO,NULL,NULL,187264704685670000
,TWT,http://twitter.com/DOCAXORRAO/status/187264704509517824,Tue Apr 03 16:45:59 BRT 2012,2012-04-04 17:54:45,#Recife #Eleições 2012 (Olha ele se achando...) : João da Costa:“Eu sou um candidato competitivo”: ... http://t.co/tWaJF3wh,-1,#eleicoes,DOCAXORRAO,NULL,NULL,187264704509518000
,TWT,http://twitter.com/PressDenise/status/187258493126979584,Tue Apr 03 16:21:18 BRT 2012,2012-04-04 17:54:45,“@JornalOGlobo: Lula se encontra com José Dirceu para discutir eleições em SP. http://t.co/wGmjvu0h” #eleições,-1,#eleicoes,PressDenise,NULL,NULL,187258493126980000
,TWT,http://twitter.com/Politica_2010_/status/187249042445697024,Tue Apr 03 15:43:45 BRT 2012,2012-04-04 17:54:45,#eleições: Caso Veja-Cachoeira testa fronteiras do jornalismo: “O Policarpo nunca vai ser nos... http://t.co/iJ1IcEuf #Dilma #Mercadante,-1,#eleicoes,Politica_2010_,NULL,NULL,187249042445697000
,TWT,http://twitter.com/UnivaliOnline/status/187247174969593856,Tue Apr 03 15:36:20 BRT 2012,2012-04-04 17:54:45,#Eleições Cai número de eleitores indecisos em Camboriú | http://t.co/KZuIGLy9,-1,#eleicoes,UnivaliOnline,NULL,NULL,187247174969594000
,TWT,http://twitter.com/suzanatardin/status/187161506624962560,Tue Apr 03 09:55:55 BRT 2012,2012-04-04 17:54:45,"noticiaram mais uma vergonha. Sentimos muitíssimo, mas esta é a realidade infelizmente da Cidade! Vamos nos lembrar disso Nas #Eleições!",-1,#eleicoes,suzanatardin,NULL,NULL,187161506624963000
,TWT,http://twitter.com/fabianoess/status/187141583160868865,Tue Apr 03 08:36:45 BRT 2012,2012-04-04 17:54:45,De 2 em dois anos temos um Primeiro de Abril fora de época. #Eleições,-1,#eleicoes,fabianoess,NULL,NULL,187141583160869000
,TWT,http://twitter.com/fabianoess/status/187141436041469953,Tue Apr 03 08:36:09 BRT 2012,2012-04-04 17:54:45,Parece que a mobilidade urbana vai ser o tema do Primeiro de Abril fora de época desse ano. #Eleições,-1,#eleicoes,fabianoess,NULL,NULL,187141436041470000
,TWT,http://twitter.com/PorumanovaSP/status/187115084177346560,Tue Apr 03 06:51:27 BRT 2012,2012-04-04 17:54:45,"Quanta violência e insegurança, até quando poderemos pensar em viver esse terror em nossa SP? Pensar em renovação é preciso. #ELEIÇÕES",-1,#eleicoes,PorumanovaSP,NULL,NULL,187115084177347000
,TWT,http://twitter.com/dilmagaga2010/status/187017397004279808,Tue Apr 03 00:23:16 BRT 2012,2012-04-04 17:54:45,@porr4alexia Depois da Lady Gaga vem ai a Dilma Gaga http://t.co/HKpC4enl #dilma #dilmagaga #eleicoes #vergonha,-1,#eleicoes,dilmagaga2010,NULL,NULL,187017397004280000
,TWT,http://twitter.com/LeonardoFelipe_/status/187000471163125760,Mon Apr 02 23:16:01 BRT 2012,2012-04-04 17:54:45,@eduloureiro use para marconi o msm peso q você usou p Lula qd ele disse q seus assessores trairam sua confiança! #eleicoes #2014,-1,#eleicoes,LeonardoFelipe_,NULL,NULL,187000471163126000
,TWT,http://twitter.com/likesagron/status/186990539445518337,Mon Apr 02 22:36:33 BRT 2012,2012-04-04 17:54:45,vote for gabs macumbeira #gabs #macumbeira #eleicoes #2012,-1,#eleicoes,likesagron,NULL,NULL,186990539445518000
,TWT,http://twitter.com/dilmagaga2010/status/186978681682542594,Mon Apr 02 21:49:26 BRT 2012,2012-04-04 17:54:45,@dreamorillusion Depois da Lady Gaga vem ai a Dilma Gaga http://t.co/HKpC4enl #dilma #dilmagaga #eleicoes #vergonha,-1,#eleicoes,dilmagaga2010,NULL,NULL,186978681682543000
,TWT,http://twitter.com/PressDenise/status/186968285475119104,Mon Apr 02 21:08:07 BRT 2012,2012-04-04 17:54:45,Cachoeira ->> Tsunami #eleições,-1,#eleicoes,PressDenise,NULL,NULL,186968285475119000
,TWT,http://twitter.com/PressDenise/status/186963406518104065,Mon Apr 02 20:48:44 BRT 2012,2012-04-04 17:54:45,Quem diria: Um Conselho de Ética com cargo vago. #eleições,-1,#eleicoes,PressDenise,NULL,NULL,186963406518104000
,TWT,http://twitter.com/DOCAXORRAO/status/186961255683194882,Mon Apr 02 20:40:11 BRT 2012,2012-04-04 17:54:45,#Recife #Eleições 2012 #PT : Mais uma baixa no governo João da Costa http://t.co/rdg7Lpy9,-1,#eleicoes,DOCAXORRAO,NULL,NULL,186961255683195000
,TWT,http://twitter.com/DOCAXORRAO/status/186961150980800513,Mon Apr 02 20:39:46 BRT 2012,2012-04-04 17:54:45,BLOG DO CAXORRAO: #Recife #Eleições 2012 #PT : Mais uma baixa no governo João da Costa http://t.co/O1rmpSYI,-1,#eleicoes,DOCAXORRAO,NULL,NULL,186961150980800000
,TWT,http://twitter.com/DOCAXORRAO/status/186961131292729346,Mon Apr 02 20:39:41 BRT 2012,2012-04-04 17:54:45,#Recife #Eleições 2012 #PT : Mais uma baixa no governo João da Costa: ... http://t.co/gZJngs9X,-1,#eleicoes,DOCAXORRAO,NULL,NULL,186961131292729000
,TWT,http://twitter.com/YuriSouzza/status/186942116059037696,Mon Apr 02 19:24:08 BRT 2012,2012-04-04 17:54:45,#ELEIÇÕES http://t.co/fbw0oYkY,-1,#eleicoes,YuriSouzza,NULL,NULL,186942116059038000
,TWT,http://twitter.com/dilmagaga2010/status/186870319724761088,Mon Apr 02 14:38:50 BRT 2012,2012-04-04 17:54:45,@Mandinhaa_x3 Depois da Lady Gaga vem ai a Dilma Gaga http://t.co/HKpC4enl #dilma #dilmagaga #eleicoes #vergonha,-1,#eleicoes,dilmagaga2010,NULL,NULL,186870319724761000
,TWT,http://twitter.com/Superpride_/status/186855829645955072,Mon Apr 02 13:41:16 BRT 2012,2012-04-04 17:54:45,Superpride >> Geraldo Alckmin se declara a favor do #casamento gay http://t.co/WG6mf0mJ #eleições #politica,-1,#eleicoes,Superpride_,NULL,NULL,186855829645955000
,TWT,http://twitter.com/MarcolinoJr/status/186852304270532608,Mon Apr 02 13:27:15 BRT 2012,2012-04-04 17:54:45,"Em época de #Eleições, procurem saber quais os candidatos que se preocupam e tem interesse na defesa da saúde publica se ligue....",-1,#eleicoes,MarcolinoJr,NULL,NULL,186852304270533000
,TWT,http://twitter.com/Pati_Alvess/status/186850336730914817,Mon Apr 02 13:19:26 BRT 2012,2012-04-04 17:54:45,"Em época de #Eleições, procurem saber quais os candidatos que se preocupam e tem interesse na causa da #Defesa dos #Animais",-1,#eleicoes,Pati_Alvess,NULL,NULL,186850336730915000
,TWT,http://twitter.com/psikpoeta2010/status/186846778207903745,Mon Apr 02 13:05:18 BRT 2012,2012-04-04 17:54:45,"Xeque-Mate Notícias: #PSDB, #DEM, ou #PT? Quem escolher em #2012 ? Ah... Ess... http://t.co/3AHzAPpO #News #Política #Eleições #Word #Brasil",-1,#eleicoes,psikpoeta2010,NULL,NULL,186846778207904000
,TWT,http://twitter.com/mulhergorila/status/186820933720358915,Mon Apr 02 11:22:36 BRT 2012,2012-04-04 17:54:45,Sarkozy se agarra a imigração e terrorismo para driblar rejeição http://t.co/nK1LnP5Z #Eleições #França #Xenofobia,-1,#eleicoes,mulhergorila,NULL,NULL,186820933720359000
,TWT,http://twitter.com/Ricardo_Sander/status/186817877461053440,Mon Apr 02 11:10:27 BRT 2012,2012-04-04 17:54:45,#Eleições 2012: Doações de campanha podem ser feitas pela internet http://t.co/Qr8LbErZ via @am950,-1,#eleicoes,Ricardo_Sander,NULL,NULL,186817877461053000
,TWT,http://twitter.com/eleicoes/status/186785340013547520,Mon Apr 02 09:01:10 BRT 2012,2012-04-04 17:54:45,#eleicoes Dilma encontra Mantega nesta 2ª e deve discutir medidas de estímulo: Presidente tem reunião marcada co... http://t.co/AoQGNiYp,-1,#eleicoes,eleicoes,NULL,NULL,186785340013548000
,TWT,http://twitter.com/turista_m/status/186777930939121664,Mon Apr 02 08:31:43 BRT 2012,2012-04-04 17:54:45,Saiba como regularizar o titulo de eleitor para as eleições 2012: http://t.co/w5sVtf9g #regularizar #titulodeeleitor #eleicoes #dicas,-1,#eleicoes,turista_m,NULL,NULL,186777930939122000
,TWT,http://twitter.com/soumaisniteroi/status/186770505011965953,Mon Apr 02 08:02:13 BRT 2012,2012-04-04 17:54:45,"Eleições 2012: começa corrida para tirar e regularizar o título de eleitor ... #eleições, #2012, #corrida, #ti... http://t.co/moK5D9j2",-1,#eleicoes,soumaisniteroi,NULL,NULL,186770505011966000
,TWT,http://twitter.com/silvioyuri/status/186562403142602752,Sun Apr 01 18:15:17 BRT 2012,2012-04-04 17:54:45,parece q ate q enfim Espigão Alto do Iguaçu vai c livrando da mafia q dominou a cidade desde sua emancipação #eleições,-1,#eleicoes,silvioyuri,NULL,NULL,186562403142603000
,TWT,http://twitter.com/celafigueredo/status/186554246676758528,Sun Apr 01 17:42:53 BRT 2012,2012-04-04 17:54:45,"Se os showmícios estão proibidos, pq está acontecendo um agora no Calabar? #Salvador #eleições",-1,#eleicoes,celafigueredo,NULL,NULL,186554246676758000
